user_id,subscription_status,change_date,cancellation_reason
152400,renewed,2024-02-05 09:49:00,content
61977,active,2024-02-05 09:50:00,
97861,cancelled,2024-02-05 09:51:00,price
161194,cancelled,2024-02-05 09:52:00,other
67126,cancelled,2024-02-05 09:53:00,content
163383,renewed,2024-02-05 09:54:00,price
179099,renewed,2024-02-05 09:55:00,other
118828,cancelled,2024-02-05 09:56:00,other
86742,renewed,2024-02-05 09:57:00,price
153615,active,2024-02-05 09:58:00,price
27552,cancelled,2024-02-05 09:59:00,content
164243,renewed,2024-02-05 10:00:00,
45439,cancelled,2024-02-05 10:01:00,other
106437,cancelled,2024-02-05 10:02:00,
85708,renewed,2024-02-05 10:03:00,price
33683,cancelled,2024-02-05 10:04:00,other
109938,active,2024-02-05 10:05:00,price
127594,active,2024-02-05 10:06:00,
22802,cancelled,2024-02-05 10:07:00,price
104182,active,2024-02-05 10:08:00,content
70518,active,2024-02-05 10:09:00,content
19043,renewed,2024-02-05 10:10:00,content
85953,renewed,2024-02-05 10:11:00,content
130840,cancelled,2024-02-05 10:12:00,price
57504,cancelled,2024-02-05 10:13:00,price
34665,active,2024-02-05 10:14:00,
56791,active,2024-02-05 10:15:00,content
110246,cancelled,2024-02-05 10:16:00,price
77144,renewed,2024-02-05 10:17:00,price
40829,cancelled,2024-02-05 10:18:00,price
16971,active,2024-02-05 10:19:00,
39719,renewed,2024-02-05 10:20:00,price
24912,cancelled,2024-02-05 10:21:00,price
105951,cancelled,2024-02-05 10:22:00,content
185382,renewed,2024-02-05 10:23:00,other
88988,active,2024-02-05 10:24:00,other
82735,cancelled,2024-02-05 10:25:00,
134949,active,2024-02-05 10:26:00,other
64886,active,2024-02-05 10:27:00,
146178,cancelled,2024-02-05 10:28:00,other
80248,renewed,2024-02-05 10:29:00,price
198330,active,2024-02-05 10:30:00,price
80567,cancelled,2024-02-05 10:31:00,
23720,active,2024-02-05 10:32:00,content
110027,active,2024-02-05 10:33:00,content
96380,active,2024-02-05 10:34:00,content
104331,active,2024-02-05 10:35:00,other
88767,renewed,2024-02-05 10:36:00,price
31967,active,2024-02-05 10:37:00,price
176317,active,2024-02-05 10:38:00,
135025,active,2024-02-05 10:39:00,content
160453,active,2024-02-05 10:40:00,price
36657,cancelled,2024-02-05 10:41:00,price
37931,active,2024-02-05 10:42:00,
103008,renewed,2024-02-05 10:43:00,
50364,active,2024-02-05 10:44:00,
109920,cancelled,2024-02-05 10:45:00,content
32927,active,2024-02-05 10:46:00,content
27187,active,2024-02-05 10:47:00,
95565,active,2024-02-05 10:48:00,content
91586,active,2024-02-05 10:49:00,price
141888,renewed,2024-02-05 10:50:00,price
18934,cancelled,2024-02-05 10:51:00,other
121139,active,2024-02-05 10:52:00,other
156340,renewed,2024-02-05 10:53:00,price
174730,active,2024-02-05 10:54:00,content
36226,renewed,2024-02-05 10:55:00,price
99981,active,2024-02-05 10:56:00,
122379,active,2024-02-05 10:57:00,
139021,cancelled,2024-02-05 10:58:00,price
116615,renewed,2024-02-05 10:59:00,
133281,active,2024-02-05 11:00:00,other
102568,active,2024-02-05 11:01:00,price
54414,cancelled,2024-02-05 11:02:00,content
79290,cancelled,2024-02-05 11:03:00,price
97220,active,2024-02-05 11:04:00,
41820,renewed,2024-02-05 11:05:00,other
87941,renewed,2024-02-05 11:06:00,other
192705,active,2024-02-05 11:07:00,other
75917,cancelled,2024-02-05 11:08:00,price
53034,renewed,2024-02-05 11:09:00,price
67946,renewed,2024-02-05 11:10:00,price
103359,active,2024-02-05 11:11:00,price
171760,active,2024-02-05 11:12:00,other
147839,cancelled,2024-02-05 11:13:00,
54866,renewed,2024-02-05 11:14:00,other
104385,cancelled,2024-02-05 11:15:00,other
100625,active,2024-02-05 11:16:00,content
16052,cancelled,2024-02-05 11:17:00,other
15197,cancelled,2024-02-05 11:18:00,
191388,renewed,2024-02-05 11:19:00,content
94337,cancelled,2024-02-05 11:20:00,
198235,active,2024-02-05 11:21:00,other
147465,renewed,2024-02-05 11:22:00,price
74725,active,2024-02-05 11:23:00,content
24397,active,2024-02-05 11:24:00,
159022,renewed,2024-02-05 11:25:00,other
122817,active,2024-02-05 11:26:00,content
42888,cancelled,2024-02-05 11:27:00,other
40764,renewed,2024-02-05 11:28:00,
36318,renewed,2024-02-05 11:29:00,content
197911,cancelled,2024-02-05 11:30:00,
114721,cancelled,2024-02-05 11:31:00,other
163595,active,2024-02-05 11:32:00,other
116944,renewed,2024-02-05 11:33:00,price
130932,renewed,2024-02-05 11:34:00,price
10271,active,2024-02-05 11:35:00,
38950,renewed,2024-02-05 11:36:00,
129134,cancelled,2024-02-05 11:37:00,price
66995,renewed,2024-02-05 11:38:00,
95541,cancelled,2024-02-05 11:39:00,other
155939,cancelled,2024-02-05 11:40:00,other
35790,active,2024-02-05 11:41:00,content
177781,cancelled,2024-02-05 11:42:00,content
100012,active,2024-02-05 11:43:00,
16676,renewed,2024-02-05 11:44:00,price
104017,active,2024-02-05 11:45:00,content
50562,cancelled,2024-02-05 11:46:00,other
33716,renewed,2024-02-05 11:47:00,
67028,active,2024-02-05 11:48:00,price
84112,active,2024-02-05 11:49:00,content
191594,renewed,2024-02-05 11:50:00,content
198786,active,2024-02-05 11:51:00,price
193457,cancelled,2024-02-05 11:52:00,price
103686,active,2024-02-05 11:53:00,
112350,cancelled,2024-02-05 11:54:00,
111911,active,2024-02-05 11:55:00,
62222,active,2024-02-05 11:56:00,price
185348,renewed,2024-02-05 11:57:00,
130864,cancelled,2024-02-05 11:58:00,price
10009,cancelled,2024-02-05 11:59:00,
23203,cancelled,2024-02-05 12:00:00,price
99704,active,2024-02-05 12:01:00,price
123287,cancelled,2024-02-05 12:02:00,price
29247,active,2024-02-05 12:03:00,other
41623,renewed,2024-02-05 12:04:00,price
170412,active,2024-02-05 12:05:00,
54531,active,2024-02-05 12:06:00,
198854,active,2024-02-05 12:07:00,price
12505,renewed,2024-02-05 12:08:00,price
54664,cancelled,2024-02-05 12:09:00,other
70562,active,2024-02-05 12:10:00,other
32047,cancelled,2024-02-05 12:11:00,content
36691,active,2024-02-05 12:12:00,price
143416,cancelled,2024-02-05 12:13:00,other
152997,active,2024-02-05 12:14:00,
125965,cancelled,2024-02-05 12:15:00,
88963,cancelled,2024-02-05 12:16:00,
20048,active,2024-02-05 12:17:00,content
90565,active,2024-02-05 12:18:00,price
72926,active,2024-02-05 12:19:00,other
114233,active,2024-02-05 12:20:00,content
24403,active,2024-02-05 12:21:00,content
192451,cancelled,2024-02-05 12:22:00,
176447,active,2024-02-05 12:23:00,other
25572,renewed,2024-02-05 12:24:00,content
169261,active,2024-02-05 12:25:00,price
74673,active,2024-02-05 12:26:00,price
92670,active,2024-02-05 12:27:00,other
10573,renewed,2024-02-05 12:28:00,content
48793,active,2024-02-05 12:29:00,price
107610,renewed,2024-02-05 12:30:00,other
133820,active,2024-02-05 12:31:00,other
74130,active,2024-02-05 12:32:00,
119550,cancelled,2024-02-05 12:33:00,content
143377,active,2024-02-05 12:34:00,content
168695,active,2024-02-05 12:35:00,
97229,cancelled,2024-02-05 12:36:00,
162453,cancelled,2024-02-05 12:37:00,
152085,active,2024-02-05 12:38:00,
94939,cancelled,2024-02-05 12:39:00,price
180124,active,2024-02-05 12:40:00,
137069,cancelled,2024-02-05 12:41:00,
198204,renewed,2024-02-05 12:42:00,
130325,active,2024-02-05 12:43:00,other
51196,active,2024-02-05 12:44:00,price
17349,cancelled,2024-02-05 12:45:00,price
99118,cancelled,2024-02-05 12:46:00,other
84088,active,2024-02-05 12:47:00,
173978,active,2024-02-05 12:48:00,price
24540,renewed,2024-02-05 12:49:00,price
136986,active,2024-02-05 12:50:00,other
193783,cancelled,2024-02-05 12:51:00,
162283,active,2024-02-05 12:52:00,content
74299,active,2024-02-05 12:53:00,
187937,active,2024-02-05 12:54:00,content
187986,cancelled,2024-02-05 12:55:00,price
79046,active,2024-02-05 12:56:00,
146699,cancelled,2024-02-05 12:57:00,
183221,active,2024-02-05 12:58:00,price
50243,cancelled,2024-02-05 12:59:00,content
138056,cancelled,2024-02-05 13:00:00,other
86258,active,2024-02-05 13:01:00,
85668,renewed,2024-02-05 13:02:00,
19901,active,2024-02-05 13:03:00,
31355,cancelled,2024-02-05 13:04:00,other
167794,active,2024-02-05 13:05:00,content
161918,cancelled,2024-02-05 13:06:00,other
48325,renewed,2024-02-05 13:07:00,content
54124,active,2024-02-05 13:08:00,price
61327,cancelled,2024-02-05 13:09:00,content
60509,renewed,2024-02-05 13:10:00,price
93527,cancelled,2024-02-05 13:11:00,
107700,active,2024-02-05 13:12:00,price
87593,active,2024-02-05 13:13:00,content
23645,renewed,2024-02-05 13:14:00,price
178445,active,2024-02-05 13:15:00,other
51446,renewed,2024-02-05 13:16:00,content
182476,cancelled,2024-02-05 13:17:00,price
109345,renewed,2024-02-05 13:18:00,price
157974,cancelled,2024-02-05 13:19:00,content
164785,active,2024-02-05 13:20:00,
159413,cancelled,2024-02-05 13:21:00,price
141238,active,2024-02-05 13:22:00,price
199171,active,2024-02-05 13:23:00,content
75735,active,2024-02-05 13:24:00,content
156318,cancelled,2024-02-05 13:25:00,price
65120,active,2024-02-05 13:26:00,other
39454,active,2024-02-05 13:27:00,other
86853,cancelled,2024-02-05 13:28:00,
110521,active,2024-02-05 13:29:00,price
79610,active,2024-02-05 13:30:00,content
105556,active,2024-02-05 13:31:00,price
122190,renewed,2024-02-05 13:32:00,price
160091,active,2024-02-05 13:33:00,
80787,active,2024-02-05 13:34:00,price
124043,active,2024-02-05 13:35:00,price
140217,active,2024-02-05 13:36:00,content
10919,active,2024-02-05 13:37:00,other
26721,renewed,2024-02-05 13:38:00,price
142735,renewed,2024-02-05 13:39:00,other
183937,active,2024-02-05 13:40:00,content
149918,cancelled,2024-02-05 13:41:00,price
171574,active,2024-02-05 13:42:00,content
35864,renewed,2024-02-05 13:43:00,
87340,renewed,2024-02-05 13:44:00,price
72303,active,2024-02-05 13:45:00,other
14408,renewed,2024-02-05 13:46:00,other
21447,active,2024-02-05 13:47:00,price
131487,renewed,2024-02-05 13:48:00,other
100842,active,2024-02-05 13:49:00,
187757,active,2024-02-05 13:50:00,content
73531,active,2024-02-05 13:51:00,price
197752,cancelled,2024-02-05 13:52:00,price
85889,active,2024-02-05 13:53:00,content
62566,cancelled,2024-02-05 13:54:00,content
190420,active,2024-02-05 13:55:00,price
115550,renewed,2024-02-05 13:56:00,content
42376,renewed,2024-02-05 13:57:00,
124760,renewed,2024-02-05 13:58:00,content
57919,cancelled,2024-02-05 13:59:00,content
131172,renewed,2024-02-05 14:00:00,other
188142,active,2024-02-05 14:01:00,content
194783,active,2024-02-05 14:02:00,content
63119,renewed,2024-02-05 14:03:00,price
108478,cancelled,2024-02-05 14:04:00,content
104384,active,2024-02-05 14:05:00,content
42303,cancelled,2024-02-05 14:06:00,content
13534,renewed,2024-02-05 14:07:00,other
38627,cancelled,2024-02-05 14:08:00,price
36103,renewed,2024-02-05 14:09:00,price
126962,cancelled,2024-02-05 14:10:00,price
50334,active,2024-02-05 14:11:00,price
162233,renewed,2024-02-05 14:12:00,other
33700,cancelled,2024-02-05 14:13:00,
44818,cancelled,2024-02-05 14:14:00,content
148075,active,2024-02-05 14:15:00,
129951,active,2024-02-05 14:16:00,
55375,renewed,2024-02-05 14:17:00,
49169,active,2024-02-05 14:18:00,content
142566,renewed,2024-02-05 14:19:00,price
27590,cancelled,2024-02-05 14:20:00,
40206,cancelled,2024-02-05 14:21:00,content
24386,renewed,2024-02-05 14:22:00,price
40850,cancelled,2024-02-05 14:23:00,other
49951,renewed,2024-02-05 14:24:00,
44627,cancelled,2024-02-05 14:25:00,content
88129,active,2024-02-05 14:26:00,
127632,active,2024-02-05 14:27:00,price
80552,cancelled,2024-02-05 14:28:00,other
169730,active,2024-02-05 14:29:00,other
124045,cancelled,2024-02-05 14:30:00,price
145181,renewed,2024-02-05 14:31:00,other
170480,cancelled,2024-02-05 14:32:00,price
177854,cancelled,2024-02-05 14:33:00,price
135353,active,2024-02-05 14:34:00,other
12553,active,2024-02-05 14:35:00,price
151972,active,2024-02-05 14:36:00,content
161170,cancelled,2024-02-05 14:37:00,price
192737,active,2024-02-05 14:38:00,
135973,active,2024-02-05 14:39:00,other
54908,cancelled,2024-02-05 14:40:00,content
141798,cancelled,2024-02-05 14:41:00,other
115786,cancelled,2024-02-05 14:42:00,content
105498,cancelled,2024-02-05 14:43:00,content
30626,cancelled,2024-02-05 14:44:00,other
64636,active,2024-02-05 14:45:00,price
73839,cancelled,2024-02-05 14:46:00,other
121588,active,2024-02-05 14:47:00,other
29897,active,2024-02-05 14:48:00,price
30608,active,2024-02-05 14:49:00,price
161038,active,2024-02-05 14:50:00,price
51746,cancelled,2024-02-05 14:51:00,content
35207,renewed,2024-02-05 14:52:00,other
37401,active,2024-02-05 14:53:00,other
123098,cancelled,2024-02-05 14:54:00,other
57307,active,2024-02-05 14:55:00,price
127145,renewed,2024-02-05 14:56:00,content
68373,active,2024-02-05 14:57:00,content
171793,active,2024-02-05 14:58:00,price
85682,active,2024-02-05 14:59:00,price
149372,active,2024-02-05 15:00:00,other
130600,active,2024-02-05 15:01:00,
176023,cancelled,2024-02-05 15:02:00,price
13797,cancelled,2024-02-05 15:03:00,other
51118,active,2024-02-05 15:04:00,other
60700,active,2024-02-05 15:05:00,price
183420,renewed,2024-02-05 15:06:00,other
199014,cancelled,2024-02-05 15:07:00,content
166423,active,2024-02-05 15:08:00,price
95287,cancelled,2024-02-05 15:09:00,other
198004,cancelled,2024-02-05 15:10:00,price
43797,cancelled,2024-02-05 15:11:00,content
136662,active,2024-02-05 15:12:00,price
96731,renewed,2024-02-05 15:13:00,price
157136,active,2024-02-05 15:14:00,
98923,cancelled,2024-02-05 15:15:00,price
42709,active,2024-02-05 15:16:00,other
143918,active,2024-02-05 15:17:00,price
173486,renewed,2024-02-05 15:18:00,content
199079,renewed,2024-02-05 15:19:00,price
199491,cancelled,2024-02-05 15:20:00,other
109940,active,2024-02-05 15:21:00,price
130244,renewed,2024-02-05 15:22:00,other
60269,cancelled,2024-02-05 15:23:00,other
85130,active,2024-02-05 15:24:00,price
79604,renewed,2024-02-05 15:25:00,content
22547,cancelled,2024-02-05 15:26:00,other
182888,cancelled,2024-02-05 15:27:00,other
146642,active,2024-02-05 15:28:00,price
13576,cancelled,2024-02-05 15:29:00,other
189838,active,2024-02-05 15:30:00,
106583,cancelled,2024-02-05 15:31:00,
195452,cancelled,2024-02-05 15:32:00,price
162179,active,2024-02-05 15:33:00,other
57593,active,2024-02-05 15:34:00,
172017,active,2024-02-05 15:35:00,
73027,active,2024-02-05 15:36:00,content
82736,cancelled,2024-02-05 15:37:00,
137676,active,2024-02-05 15:38:00,price
48526,active,2024-02-05 15:39:00,content
41626,active,2024-02-05 15:40:00,other
13504,active,2024-02-05 15:41:00,
186682,active,2024-02-05 15:42:00,
14671,active,2024-02-05 15:43:00,
74843,cancelled,2024-02-05 15:44:00,content
102305,cancelled,2024-02-05 15:45:00,
28285,cancelled,2024-02-05 15:46:00,other
40751,cancelled,2024-02-05 15:47:00,content
73650,cancelled,2024-02-05 15:48:00,content
13851,active,2024-02-05 15:49:00,other
75191,cancelled,2024-02-05 15:50:00,other
111070,active,2024-02-05 15:51:00,content
142090,cancelled,2024-02-05 15:52:00,content
46497,active,2024-02-05 15:53:00,
72520,renewed,2024-02-05 15:54:00,content
146446,active,2024-02-05 15:55:00,price
137283,cancelled,2024-02-05 15:56:00,
144964,active,2024-02-05 15:57:00,
49205,active,2024-02-05 15:58:00,other
85923,cancelled,2024-02-05 15:59:00,other
145459,active,2024-02-05 16:00:00,price
146425,cancelled,2024-02-05 16:01:00,
147929,active,2024-02-05 16:02:00,
126270,cancelled,2024-02-05 16:03:00,content
183394,cancelled,2024-02-05 16:04:00,price
21871,active,2024-02-05 16:05:00,
72029,renewed,2024-02-05 16:06:00,content
131809,active,2024-02-05 16:07:00,content
26370,active,2024-02-05 16:08:00,content
109355,active,2024-02-05 16:09:00,content
101207,cancelled,2024-02-05 16:10:00,content
140696,active,2024-02-05 16:11:00,other
42129,active,2024-02-05 16:12:00,content
13536,active,2024-02-05 16:13:00,price
33410,active,2024-02-05 16:14:00,
46794,active,2024-02-05 16:15:00,
92640,renewed,2024-02-05 16:16:00,price
177628,active,2024-02-05 16:17:00,price
94264,cancelled,2024-02-05 16:18:00,content
150937,active,2024-02-05 16:19:00,
125740,renewed,2024-02-05 16:20:00,
178513,active,2024-02-05 16:21:00,price
83889,active,2024-02-05 16:22:00,other
80018,cancelled,2024-02-05 16:23:00,price
142836,active,2024-02-05 16:24:00,content
62217,active,2024-02-05 16:25:00,price
165966,cancelled,2024-02-05 16:26:00,content
156882,cancelled,2024-02-05 16:27:00,content
199183,active,2024-02-05 16:28:00,content
136610,renewed,2024-02-05 16:29:00,price
180052,renewed,2024-02-05 16:30:00,price
185638,cancelled,2024-02-05 16:31:00,other
111014,renewed,2024-02-05 16:32:00,content
137466,active,2024-02-05 16:33:00,price
51322,renewed,2024-02-05 16:34:00,price
15472,renewed,2024-02-05 16:35:00,price
92018,cancelled,2024-02-05 16:36:00,price
164749,cancelled,2024-02-05 16:37:00,
50028,active,2024-02-05 16:38:00,content
14773,renewed,2024-02-05 16:39:00,price
66699,renewed,2024-02-05 16:40:00,
188637,active,2024-02-05 16:41:00,price
143295,active,2024-02-05 16:42:00,price
178621,cancelled,2024-02-05 16:43:00,
174231,renewed,2024-02-05 16:44:00,
97879,renewed,2024-02-05 16:45:00,other
185980,active,2024-02-05 16:46:00,other
56617,renewed,2024-02-05 16:47:00,other
117444,active,2024-02-05 16:48:00,content
151602,renewed,2024-02-05 16:49:00,other
96545,active,2024-02-05 16:50:00,content
186519,active,2024-02-05 16:51:00,content
181418,renewed,2024-02-05 16:52:00,price
56010,renewed,2024-02-05 16:53:00,other
10191,active,2024-02-05 16:54:00,content
54366,cancelled,2024-02-05 16:55:00,content
186600,cancelled,2024-02-05 16:56:00,other
101525,renewed,2024-02-05 16:57:00,content
189752,active,2024-02-05 16:58:00,other
175684,active,2024-02-05 16:59:00,price
30160,renewed,2024-02-05 17:00:00,price
42849,cancelled,2024-02-05 17:01:00,price
44216,cancelled,2024-02-05 17:02:00,other
121157,renewed,2024-02-05 17:03:00,other
175656,active,2024-02-05 17:04:00,price
148509,active,2024-02-05 17:05:00,price
98434,cancelled,2024-02-05 17:06:00,other
181858,active,2024-02-05 17:07:00,content
176964,cancelled,2024-02-05 17:08:00,content
30301,cancelled,2024-02-05 17:09:00,content
195837,active,2024-02-05 17:10:00,price
166166,active,2024-02-05 17:11:00,other
49510,cancelled,2024-02-05 17:12:00,other
159868,cancelled,2024-02-05 17:13:00,
30294,active,2024-02-05 17:14:00,price
86464,renewed,2024-02-05 17:15:00,content
94477,renewed,2024-02-05 17:16:00,other
121622,cancelled,2024-02-05 17:17:00,price
11404,active,2024-02-05 17:18:00,price
131822,renewed,2024-02-05 17:19:00,content
54203,renewed,2024-02-05 17:20:00,content
195898,renewed,2024-02-05 17:21:00,price
12349,cancelled,2024-02-05 17:22:00,content
154882,active,2024-02-05 17:23:00,other
71334,active,2024-02-05 17:24:00,price
126849,renewed,2024-02-05 17:25:00,content
121520,cancelled,2024-02-05 17:26:00,content
38735,active,2024-02-05 17:27:00,other
173973,active,2024-02-05 17:28:00,content
138839,active,2024-02-05 17:29:00,other
41828,cancelled,2024-02-05 17:30:00,price
178863,active,2024-02-05 17:31:00,content
107686,active,2024-02-05 17:32:00,other
104772,cancelled,2024-02-05 17:33:00,content
35499,active,2024-02-05 17:34:00,content
175210,active,2024-02-05 17:35:00,
63544,cancelled,2024-02-05 17:36:00,content
177313,active,2024-02-05 17:37:00,price
118497,active,2024-02-05 17:38:00,other
195270,renewed,2024-02-05 17:39:00,other
61740,active,2024-02-05 17:40:00,price
173424,renewed,2024-02-05 17:41:00,
87659,cancelled,2024-02-05 17:42:00,price
109153,active,2024-02-05 17:43:00,content
10987,active,2024-02-05 17:44:00,price
68367,active,2024-02-05 17:45:00,other
66639,cancelled,2024-02-05 17:46:00,
150911,cancelled,2024-02-05 17:47:00,price
111831,active,2024-02-05 17:48:00,other
90872,cancelled,2024-02-05 17:49:00,
139164,active,2024-02-05 17:50:00,content
32490,renewed,2024-02-05 17:51:00,price
174740,active,2024-02-05 17:52:00,
187471,cancelled,2024-02-05 17:53:00,
138586,renewed,2024-02-05 17:54:00,other
189189,active,2024-02-05 17:55:00,price
35560,active,2024-02-05 17:56:00,price
173278,cancelled,2024-02-05 17:57:00,content
148073,active,2024-02-05 17:58:00,
189243,cancelled,2024-02-05 17:59:00,
77042,cancelled,2024-02-05 18:00:00,price
183648,cancelled,2024-02-05 18:01:00,
168003,cancelled,2024-02-05 18:02:00,
100009,renewed,2024-02-05 18:03:00,content
41349,renewed,2024-02-05 18:04:00,content
36877,active,2024-02-05 18:05:00,
71384,active,2024-02-05 18:06:00,other
108451,renewed,2024-02-05 18:07:00,other
154033,active,2024-02-05 18:08:00,content
154285,active,2024-02-05 18:09:00,content
130758,active,2024-02-05 18:10:00,content
103796,cancelled,2024-02-05 18:11:00,price
168598,cancelled,2024-02-05 18:12:00,price
102835,active,2024-02-05 18:13:00,price
94781,active,2024-02-05 18:14:00,
23436,cancelled,2024-02-05 18:15:00,content
162785,active,2024-02-05 18:16:00,
127185,renewed,2024-02-05 18:17:00,content
105409,cancelled,2024-02-05 18:18:00,content
31817,cancelled,2024-02-05 18:19:00,price
80226,cancelled,2024-02-05 18:20:00,
174534,renewed,2024-02-05 18:21:00,price
159767,active,2024-02-05 18:22:00,content
55879,cancelled,2024-02-05 18:23:00,
171935,active,2024-02-05 18:24:00,content
132001,cancelled,2024-02-05 18:25:00,price
79943,cancelled,2024-02-05 18:26:00,content
66722,renewed,2024-02-05 18:27:00,content
94647,cancelled,2024-02-05 18:28:00,price
103474,active,2024-02-05 18:29:00,price
149585,active,2024-02-05 18:30:00,content
139704,active,2024-02-05 18:31:00,content
145931,active,2024-02-05 18:32:00,other
108530,active,2024-02-05 18:33:00,other
149577,cancelled,2024-02-05 18:34:00,price
117085,active,2024-02-05 18:35:00,content
80430,active,2024-02-05 18:36:00,price
48289,active,2024-02-05 18:37:00,content
59389,cancelled,2024-02-05 18:38:00,price
124988,cancelled,2024-02-05 18:39:00,content
24053,active,2024-02-05 18:40:00,other
11730,cancelled,2024-02-05 18:41:00,price
170517,cancelled,2024-02-05 18:42:00,content
42048,cancelled,2024-02-05 18:43:00,
63378,cancelled,2024-02-05 18:44:00,content
63391,active,2024-02-05 18:45:00,price
195651,active,2024-02-05 18:46:00,price
114721,cancelled,2024-02-05 18:47:00,content
36176,renewed,2024-02-05 18:48:00,
53409,renewed,2024-02-05 18:49:00,
140359,cancelled,2024-02-05 18:50:00,content
97776,renewed,2024-02-05 18:51:00,price
124774,active,2024-02-05 18:52:00,content
59597,renewed,2024-02-05 18:53:00,content
35775,active,2024-02-05 18:54:00,content
111660,cancelled,2024-02-05 18:55:00,price
96220,renewed,2024-02-05 18:56:00,content
180229,active,2024-02-05 18:57:00,content
16136,renewed,2024-02-05 18:58:00,price
106789,active,2024-02-05 18:59:00,other
79964,active,2024-02-05 19:00:00,
32477,cancelled,2024-02-05 19:01:00,other
160371,active,2024-02-05 19:02:00,price
166686,cancelled,2024-02-05 19:03:00,
145517,active,2024-02-05 19:04:00,other
98261,active,2024-02-05 19:05:00,other
33058,active,2024-02-05 19:06:00,price
94012,cancelled,2024-02-05 19:07:00,
142427,active,2024-02-05 19:08:00,
19854,cancelled,2024-02-05 19:09:00,other
175408,active,2024-02-05 19:10:00,
166243,cancelled,2024-02-05 19:11:00,other
107715,renewed,2024-02-05 19:12:00,content
197032,active,2024-02-05 19:13:00,price
18762,renewed,2024-02-05 19:14:00,content
145079,renewed,2024-02-05 19:15:00,other
148725,renewed,2024-02-05 19:16:00,content
142820,active,2024-02-05 19:17:00,
186299,active,2024-02-05 19:18:00,content
174211,cancelled,2024-02-05 19:19:00,price
66091,cancelled,2024-02-05 19:20:00,
39069,active,2024-02-05 19:21:00,
91253,active,2024-02-05 19:22:00,price
82511,active,2024-02-05 19:23:00,price
148517,cancelled,2024-02-05 19:24:00,price
78971,renewed,2024-02-05 19:25:00,other
145496,cancelled,2024-02-05 19:26:00,
29375,active,2024-02-05 19:27:00,content
28238,active,2024-02-05 19:28:00,content
124534,renewed,2024-02-05 19:29:00,price
96163,active,2024-02-05 19:30:00,price
126210,cancelled,2024-02-05 19:31:00,content
191722,renewed,2024-02-05 19:32:00,price
186497,renewed,2024-02-05 19:33:00,
58129,active,2024-02-05 19:34:00,
133087,active,2024-02-05 19:35:00,content
104705,active,2024-02-05 19:36:00,content
118630,active,2024-02-05 19:37:00,content
189790,active,2024-02-05 19:38:00,
127344,renewed,2024-02-05 19:39:00,content
23184,active,2024-02-05 19:40:00,other
89472,cancelled,2024-02-05 19:41:00,content
184577,cancelled,2024-02-05 19:42:00,price
90080,active,2024-02-05 19:43:00,
30131,cancelled,2024-02-05 19:44:00,content
115249,cancelled,2024-02-05 19:45:00,content
198600,active,2024-02-05 19:46:00,other
59004,renewed,2024-02-05 19:47:00,other
157773,active,2024-02-05 19:48:00,content
171774,active,2024-02-05 19:49:00,content
191223,active,2024-02-05 19:50:00,other
65719,cancelled,2024-02-05 19:51:00,content
110845,active,2024-02-05 19:52:00,
136687,cancelled,2024-02-05 19:53:00,
188387,cancelled,2024-02-05 19:54:00,
58659,active,2024-02-05 19:55:00,other
63313,active,2024-02-05 19:56:00,price
25696,cancelled,2024-02-05 19:57:00,other
48116,active,2024-02-05 19:58:00,content
145408,active,2024-02-05 19:59:00,content
33692,active,2024-02-05 20:00:00,
191008,active,2024-02-05 20:01:00,other
152787,active,2024-02-05 20:02:00,content
158491,renewed,2024-02-05 20:03:00,
76376,renewed,2024-02-05 20:04:00,price
69684,active,2024-02-05 20:05:00,other
36393,active,2024-02-05 20:06:00,content
63396,active,2024-02-05 20:07:00,other
128468,active,2024-02-05 20:08:00,content
95645,cancelled,2024-02-05 20:09:00,other
95442,renewed,2024-02-05 20:10:00,content
107911,cancelled,2024-02-05 20:11:00,content
199765,cancelled,2024-02-05 20:12:00,price
27147,renewed,2024-02-05 20:13:00,price
21567,active,2024-02-05 20:14:00,
26859,renewed,2024-02-05 20:15:00,content
21633,cancelled,2024-02-05 20:16:00,price
62693,active,2024-02-05 20:17:00,content
60047,active,2024-02-05 20:18:00,price
87630,active,2024-02-05 20:19:00,
56596,active,2024-02-05 20:20:00,other
155429,active,2024-02-05 20:21:00,price
86565,cancelled,2024-02-05 20:22:00,content
120412,active,2024-02-05 20:23:00,content
133326,active,2024-02-05 20:24:00,
111449,renewed,2024-02-05 20:25:00,price
85960,renewed,2024-02-05 20:26:00,content
115077,active,2024-02-05 20:27:00,
67025,renewed,2024-02-05 20:28:00,
134575,active,2024-02-05 20:29:00,content
116060,active,2024-02-05 20:30:00,content
45056,active,2024-02-05 20:31:00,price
189903,active,2024-02-05 20:32:00,content
64368,active,2024-02-05 20:33:00,price
80007,renewed,2024-02-05 20:34:00,content
173112,active,2024-02-05 20:35:00,
152103,renewed,2024-02-05 20:36:00,content
118385,renewed,2024-02-05 20:37:00,price
97197,renewed,2024-02-05 20:38:00,other
100376,renewed,2024-02-05 20:39:00,price
151939,active,2024-02-05 20:40:00,
87546,active,2024-02-05 20:41:00,content
197740,active,2024-02-05 20:42:00,price
53129,active,2024-02-05 20:43:00,price
32474,cancelled,2024-02-05 20:44:00,other
39804,cancelled,2024-02-05 20:45:00,content
117677,active,2024-02-05 20:46:00,content
106849,active,2024-02-05 20:47:00,content
91458,active,2024-02-05 20:48:00,content
175734,cancelled,2024-02-05 20:49:00,
